id,issue_type,latitude,longitude,ward,date,severity,status,resolution_days,rainfall_mm,traffic_density,population_density,affected_population,trust_score,priority_score,verification_count,economic_impact_inr
ISS-04238,pothole,12.883092,77.611737,Bannerghatta,2023-06-22,low,verified,,18.9,35.8,7000,47,79,33,26,2324
ISS-04239,road_damage,12.975155,77.571273,Rajajinagar,2024-07-23,medium,verified,,0,100,19000,256,57,59,26,4467
ISS-04240,construction_hazard,12.931064,77.61356,BTM Layout,2024-07-29,high,reported,,0,88.6,17000,1238,83,52,14,48911
ISS-04241,road_damage,13.006414,77.563669,Malleswaram,2025-04-29,medium,reported,,0,100,22000,310,62,38,23,5757
ISS-04242,construction_hazard,12.897617,77.589226,JP Nagar,2025-01-30,medium,reported,,0,71.4,16000,334,50,85,19,15478
ISS-04243,flooding,13.116623,77.581378,Yelahanka,2024-01-31,high,in_progress,,0,36.1,8000,418,89,74,0,24930
ISS-04244,water_leakage,12.986758,77.624912,Indiranagar,2024-05-14,high,in_progress,,0,73.6,15000,1039,72,94,14,58092
ISS-04245,construction_hazard,12.901541,77.604858,Bannerghatta,2023-04-17,medium,reported,,0,50.3,7000,35,53,94,24,1833
ISS-04246,pothole,12.938853,77.595305,Jayanagar,2023-10-05,low,resolved,60,28.2,100,20000,320,43,90,4,6074
ISS-04247,flooding,13.090062,77.591651,Yelahanka,2024-02-08,low,verified,,0,55.1,8000,392,45,35,6,9730
ISS-04248,construction_hazard,12.934315,77.605168,Koramangala,2023-11-14,low,in_progress,,29.0,95.8,18000,684,47,29,17,13899
ISS-04249,streetlight,12.918692,77.590413,JP Nagar,2024-12-05,high,in_progress,,0,82.7,16000,424,87,57,30,5235
ISS-04250,road_damage,12.982617,77.543392,Vijayanagar,2025-04-21,high,resolved,5,0,84.2,18000,310,44,72,18,5066
ISS-04251,open_manhole,12.858149,77.682092,Electronic City,2024-12-18,low,verified,,0,36.5,9000,84,85,64,30,1553
ISS-04252,streetlight,12.954624,77.716215,Marathahalli,2025-03-05,medium,reported,,0,83.3,16000,515,74,23,16,27533
ISS-04253,water_leakage,13.087804,77.603271,Yelahanka,2023-08-31,medium,reported,,0,59.6,8000,154,42,34,4,8208
ISS-04254,pothole,12.986746,77.587072,Malleswaram,2023-06-16,medium,in_progress,,18.3,100,22000,196,85,86,25,2317
ISS-04255,open_manhole,12.878613,77.59745,Bannerghatta,2024-03-01,high,resolved,10,0,51.4,7000,463,90,87,3,5543
ISS-04256,flooding,12.947429,77.617346,Koramangala,2024-08-24,medium,verified,,0,89.4,18000,420,57,24,22,14176
ISS-04257,streetlight,12.958808,77.682277,Marathahalli,2024-08-28,medium,in_progress,,36.6,85.8,16000,727,74,69,13,22838
ISS-04258,open_manhole,12.895502,77.577752,Bannerghatta,2025-01-22,medium,reported,,0,34.8,7000,58,54,36,25,2630
ISS-04259,flooding,12.986975,77.589273,Malleswaram,2023-06-10,medium,resolved,9,26.6,100,22000,557,58,95,23,19504
ISS-04260,garbage,12.985453,77.561899,Rajajinagar,2023-08-12,low,in_progress,,31.7,97.7,19000,912,90,78,9,37389
ISS-04261,pothole,12.827313,77.694382,Electronic City,2024-02-24,high,verified,,0,44.5,9000,454,83,48,2,26802
ISS-04262,flooding,12.899121,77.628867,BTM Layout,2025-05-28,high,reported,,0,100,17000,345,67,75,17,12796
ISS-04263,water_leakage,12.968256,77.698682,Marathahalli,2025-05-23,low,reported,,0,86.8,16000,325,49,51,21,11850
ISS-04264,garbage,12.969383,77.680022,Marathahalli,2024-03-20,medium,verified,,0,91.3,16000,256,41,71,5,4943
ISS-04265,flooding,12.916118,77.609056,BTM Layout,2023-09-14,high,verified,,39.8,81.1,17000,160,81,71,17,4639
ISS-04266,garbage,12.965858,77.633037,Indiranagar,2025-03-11,low,reported,,0,80.9,15000,322,80,47,23,9377
ISS-04267,streetlight,12.935733,77.594467,BTM Layout,2024-07-03,high,verified,,15.7,93.2,17000,215,51,32,20,9451
ISS-04268,pothole,12.919012,77.611739,BTM Layout,2023-09-26,high,reported,,58.6,96.9,17000,1079,82,58,8,47361
ISS-04269,road_damage,13.022941,77.615194,Hebbal,2023-08-02,medium,reported,,76.4,50.9,11000,289,56,52,3,11393
ISS-04270,construction_hazard,12.975936,77.532472,Vijayanagar,2023-09-18,medium,resolved,29,11.9,95.0,18000,391,49,92,12,18823
ISS-04271,construction_hazard,12.909164,77.598431,JP Nagar,2025-02-04,low,reported,,0,85.7,16000,347,77,40,18,15208
ISS-04272,water_leakage,12.833342,77.661198,Electronic City,2024-10-13,medium,in_progress,,50.3,54.1,9000,101,85,51,11,2213
ISS-04273,pothole,12.943953,77.601379,Jayanagar,2024-08-03,medium,verified,,0,100,20000,159,55,44,0,3299
ISS-04274,flooding,12.96021,77.700096,Marathahalli,2023-05-21,high,reported,,0,95.5,16000,693,86,78,2,20319
ISS-04275,construction_hazard,12.986555,77.553836,Malleswaram,2023-05-13,critical,verified,,0,100,22000,2043,88,32,3,67372
ISS-04276,flooding,13.016948,77.602114,Hebbal,2023-05-22,medium,reported,,0,51.7,11000,285,41,43,17,6415
ISS-04277,garbage,12.83932,77.672919,Electronic City,2023-05-21,high,verified,,0,58.6,9000,540,75,68,11,7960
ISS-04278,construction_hazard,12.964293,77.546765,Vijayanagar,2023-01-13,high,in_progress,,0,85.2,18000,1013,87,30,9,41583
ISS-04279,flooding,12.927225,77.640247,HSR Layout,2024-11-08,low,in_progress,,53.9,81.9,14000,78,94,33,23,2996
ISS-04280,construction_hazard,12.893785,77.654101,HSR Layout,2023-12-30,medium,verified,,0,66.1,14000,565,85,33,27,9158
ISS-04281,construction_hazard,12.912338,77.598529,JP Nagar,2024-02-12,high,resolved,14,0,98.8,16000,162,68,69,12,3248
ISS-04282,flooding,12.936315,77.629682,BTM Layout,2024-11-29,medium,resolved,22,70.6,91.8,17000,218,87,85,29,7446
ISS-04283,water_leakage,12.91541,77.628,HSR Layout,2023-03-15,low,in_progress,,0,62.6,14000,664,83,73,8,32170
ISS-04284,flooding,12.986168,77.542019,Rajajinagar,2023-06-08,low,verified,,45.2,100,19000,363,69,28,14,18359
ISS-04285,flooding,12.931435,77.642985,Koramangala,2023-10-22,medium,resolved,60,68.6,100,18000,653,54,56,15,34468
ISS-04286,water_leakage,13.106906,77.58099,Yelahanka,2024-08-16,medium,resolved,12,68.0,44.3,8000,251,89,29,3,5005
ISS-04287,streetlight,12.939502,77.578761,Jayanagar,2025-02-24,medium,verified,,0,100,20000,214,61,50,2,6432
ISS-04288,garbage,13.08765,77.599374,Yelahanka,2023-02-13,medium,verified,,0,58.9,8000,278,94,59,26,5097
ISS-04289,open_manhole,12.897423,77.650496,HSR Layout,2024-04-08,medium,verified,,0,61.7,14000,153,76,29,6,5981
ISS-04290,construction_hazard,12.921533,77.601201,Jayanagar,2025-02-16,high,in_progress,,0,100,20000,1162,93,23,21,20014
ISS-04291,construction_hazard,12.888091,77.582854,JP Nagar,2023-06-10,low,resolved,25,0,87.9,16000,552,89,68,13,11319
ISS-04292,pothole,13.000905,77.566951,Rajajinagar,2024-07-21,high,verified,,0,100,19000,573,84,80,17,32115
ISS-04293,road_damage,12.99529,77.555007,Rajajinagar,2025-01-22,medium,reported,,0,88.7,19000,398,76,23,21,13276
ISS-04294,road_damage,12.985477,77.64803,Indiranagar,2024-07-23,low,reported,,0,89.4,15000,465,79,61,27,19864
ISS-04295,water_leakage,13.053376,77.580008,Hebbal,2025-01-03,high,in_progress,,0,74.7,11000,706,94,96,24,34310
ISS-04296,garbage,13.004391,77.568926,Malleswaram,2023-01-18,low,reported,,0,100,22000,822,56,90,5,18276
ISS-04297,pothole,12.907909,77.637583,HSR Layout,2023-06-20,low,resolved,79,0,63.9,14000,389,81,22,12,10344
ISS-04298,road_damage,13.084056,77.593858,Yelahanka,2023-03-02,medium,in_progress,,0,37.7,8000,341,68,34,4,3784
ISS-04299,flooding,12.974242,77.647173,Indiranagar,2024-07-25,low,in_progress,,55.5,81.9,15000,383,43,94,19,8188
ISS-04300,road_damage,12.967895,77.648733,Indiranagar,2024-04-13,high,in_progress,,0,83.0,15000,1075,73,58,8,26307
ISS-04301,construction_hazard,12.954374,77.615743,Koramangala,2023-05-28,low,verified,,0,83.1,18000,766,76,67,0,36451
ISS-04302,flooding,12.970229,77.760201,Whitefield,2024-11-29,medium,verified,,64.3,56.2,12000,86,75,88,24,4936
ISS-04303,streetlight,12.915507,77.610751,BTM Layout,2025-04-26,low,resolved,101,0,100,17000,356,57,66,10,14082
ISS-04304,flooding,12.982497,77.750767,Whitefield,2024-06-18,medium,resolved,27,76.3,63.6,12000,280,74,70,15,6555
ISS-04305,streetlight,12.90356,77.632683,HSR Layout,2023-03-26,low,in_progress,,0,90.0,14000,194,52,77,3,4772
ISS-04306,open_manhole,12.905893,77.654669,HSR Layout,2023-03-23,medium,in_progress,,0,65.5,14000,470,67,49,12,7541
ISS-04307,garbage,12.989386,77.523964,Vijayanagar,2024-09-21,high,verified,,42.1,93.1,18000,1349,84,80,29,16002
ISS-04308,flooding,12.935645,77.634657,Koramangala,2023-06-20,low,verified,,27.3,84.7,18000,289,78,85,6,11376
ISS-04309,garbage,12.972454,77.706921,Marathahalli,2025-01-20,medium,resolved,12,0,99.7,16000,520,81,59,13,28311
ISS-04310,road_damage,12.921282,77.581855,Jayanagar,2024-10-01,high,reported,,12.0,100,20000,374,84,36,30,18609
ISS-04311,garbage,12.975991,77.634488,Indiranagar,2025-01-31,high,reported,,0,78.5,15000,653,57,97,12,24707
ISS-04312,pothole,13.006838,77.561913,Rajajinagar,2023-06-09,high,in_progress,,0,100,19000,260,47,71,28,14871
ISS-04313,garbage,12.963354,77.637816,Indiranagar,2023-01-07,low,reported,,0,76.5,15000,303,77,42,26,6955
ISS-04314,flooding,12.944482,77.571835,Jayanagar,2024-08-26,medium,in_progress,,75.7,100,20000,659,89,70,18,31926
ISS-04315,streetlight,12.883175,77.600234,Bannerghatta,2024-01-03,high,reported,,0,46.0,7000,60,65,74,12,3120
ISS-04316,garbage,12.979804,77.551114,Vijayanagar,2023-01-17,low,reported,,0,100,18000,115,74,20,7,6011
ISS-04317,pothole,12.971778,77.658289,Indiranagar,2023-03-26,high,resolved,13,0,65.4,15000,892,53,62,2,51651
ISS-04318,pothole,12.822442,77.68309,Electronic City,2023-09-07,low,reported,,11.0,38.9,9000,326,95,83,28,12466
ISS-04319,water_leakage,12.82359,77.659279,Electronic City,2023-10-06,critical,in_progress,,44.7,36.9,9000,395,58,91,8,7364
ISS-04320,pothole,12.853502,77.673032,Electronic City,2023-08-30,high,reported,,44.2,37.2,9000,430,80,48,3,13713
ISS-04321,streetlight,12.876683,77.585125,Bannerghatta,2024-07-31,high,reported,,0,47.4,7000,202,84,21,10,9871
ISS-04322,water_leakage,12.995148,77.538664,Rajajinagar,2023-01-05,high,reported,,0,100,19000,986,43,72,9,34159
ISS-04323,construction_hazard,13.019523,77.607723,Hebbal,2023-10-16,high,resolved,17,53.5,62.4,11000,404,70,90,15,8949
ISS-04324,pothole,12.893409,77.59089,JP Nagar,2024-09-24,critical,verified,,67.9,78.8,16000,456,85,71,14,20294
ISS-04325,pothole,13.090606,77.596761,Yelahanka,2024-12-30,low,verified,,0,46.0,8000,342,50,28,5,4254
ISS-04326,garbage,12.988824,77.646294,Indiranagar,2024-12-27,critical,resolved,1,0,83.0,15000,1013,81,98,26,50722
ISS-04327,garbage,12.966653,77.523527,Vijayanagar,2023-02-13,medium,resolved,44,0,90.2,18000,661,53,89,0,35175
ISS-04328,road_damage,12.988841,77.763264,Whitefield,2023-07-14,medium,reported,,73.7,60.8,12000,98,80,60,7,3698
ISS-04329,pothole,12.890691,77.591626,Bannerghatta,2024-01-02,low,verified,,0,26.9,7000,167,50,98,3,4329
ISS-04330,road_damage,12.93491,77.627684,Koramangala,2023-08-05,medium,resolved,54,28.1,87.1,18000,702,71,47,17,28350
ISS-04331,pothole,12.978125,77.521091,Vijayanagar,2024-12-26,critical,resolved,2,0,100,18000,1246,91,63,24,65658
ISS-04332,open_manhole,12.986428,77.747392,Whitefield,2024-09-27,critical,verified,,62.0,77.8,12000,913,59,47,9,9537
ISS-04333,flooding,12.952332,77.638186,Koramangala,2023-11-10,medium,reported,,46.7,94.2,18000,615,43,36,4,13022
ISS-04334,road_damage,12.963412,77.513097,Vijayanagar,2025-04-22,high,reported,,0,94.7,18000,704,71,100,2,27631
ISS-04335,streetlight,13.023345,77.5951,Hebbal,2024-05-19,high,in_progress,,0,48.6,11000,791,63,26,13,39702
ISS-04336,flooding,12.918488,77.619214,BTM Layout,2023-02-16,medium,in_progress,,0,90.8,17000,503,50,65,25,14637
ISS-04337,flooding,13.116473,77.5839,Yelahanka,2025-03-23,high,verified,,0,51.5,8000,229,90,90,30,10202
ISS-04338,water_leakage,13.094229,77.593902,Yelahanka,2024-10-06,medium,in_progress,,48.7,55.0,8000,375,67,23,27,17925
ISS-04339,streetlight,13.042809,77.594446,Hebbal,2023-01-30,medium,in_progress,,0,56.6,11000,93,87,89,15,4470
ISS-04340,water_leakage,12.926486,77.595897,Jayanagar,2023-04-17,medium,reported,,0,100,20000,598,73,96,19,27673
ISS-04341,flooding,13.038141,77.612182,Hebbal,2023-10-16,critical,reported,,43.2,59.5,11000,424,50,34,20,4786
ISS-04342,open_manhole,12.90578,77.60529,BTM Layout,2025-01-07,low,in_progress,,0,80.9,17000,503,88,65,7,27671
ISS-04343,pothole,13.012112,77.569713,Rajajinagar,2025-01-01,high,reported,,0,86.4,19000,889,77,31,9,48990
ISS-04344,flooding,12.966992,77.765912,Whitefield,2023-01-24,low,verified,,0,59.9,12000,535,80,43,15,25599
ISS-04345,garbage,12.980245,77.554055,Rajajinagar,2024-01-04,high,verified,,0,91.1,19000,1132,80,78,29,38190
ISS-04346,pothole,12.922625,77.578321,Jayanagar,2024-07-02,low,reported,,0,95.5,20000,793,92,79,18,13604
ISS-04347,flooding,12.896302,77.570851,JP Nagar,2023-09-03,medium,reported,,30.3,72.1,16000,213,87,52,17,2157
ISS-04348,construction_hazard,12.897256,77.667186,HSR Layout,2025-02-14,medium,verified,,0,78.7,14000,457,70,92,16,7733
ISS-04349,streetlight,12.973769,77.535637,Vijayanagar,2023-05-20,high,reported,,0,100,18000,893,44,39,15,43722
ISS-04350,water_leakage,12.964999,77.539132,Vijayanagar,2024-05-03,low,verified,,0,100,18000,675,63,44,21,13924
ISS-04351,open_manhole,12.938606,77.570214,Jayanagar,2025-02-21,medium,reported,,0,100,20000,920,50,26,27,47049
ISS-04352,flooding,12.985507,77.555181,Malleswaram,2024-08-20,high,resolved,9,59.7,100,22000,1237,68,98,28,33946
ISS-04353,pothole,12.974546,77.655529,Indiranagar,2023-01-23,medium,in_progress,,0,72.1,15000,291,63,22,5,13213
ISS-04354,pothole,13.027569,77.614148,Hebbal,2024-10-05,high,reported,,76.1,61.0,11000,799,83,53,17,30394
ISS-04355,flooding,12.903192,77.584235,Bannerghatta,2024-07-16,medium,verified,,0,36.5,7000,342,76,24,28,10711
ISS-04356,construction_hazard,12.892327,77.599771,Bannerghatta,2024-01-10,high,verified,,0,26.9,7000,441,92,85,25,26283
ISS-04357,road_damage,12.902681,77.611498,BTM Layout,2023-01-03,high,in_progress,,0,97.7,17000,363,46,97,18,20967
ISS-04358,construction_hazard,12.859217,77.662589,Electronic City,2023-09-22,medium,verified,,43.4,53.5,9000,162,57,50,21,1632
ISS-04359,flooding,13.10192,77.611513,Yelahanka,2024-06-15,high,reported,,63.0,30.9,8000,158,88,53,26,4720
ISS-04360,road_damage,12.908339,77.658347,HSR Layout,2023-02-23,high,resolved,11,0,65.0,14000,659,85,33,20,32185
ISS-04361,streetlight,12.940301,77.62693,Koramangala,2024-11-20,low,in_progress,,0,100,18000,93,60,65,13,1591
ISS-04362,streetlight,12.850076,77.691053,Electronic City,2023-08-27,critical,in_progress,,0,46.2,9000,530,54,57,30,15532
ISS-04363,flooding,12.994178,77.543606,Rajajinagar,2023-08-10,medium,resolved,20,69.6,100,19000,909,41,49,24,27420
ISS-04364,flooding,12.847034,77.665197,Electronic City,2023-02-28,low,reported,,0,61.8,9000,100,86,67,23,1688
ISS-04365,construction_hazard,12.954954,77.689535,Marathahalli,2024-07-02,medium,in_progress,,0,94.2,16000,284,53,40,28,5389
ISS-04366,pothole,12.923889,77.569708,JP Nagar,2023-02-27,medium,in_progress,,0,76.7,16000,506,41,26,7,10790
ISS-04367,open_manhole,12.918471,77.585861,JP Nagar,2024-01-31,low,in_progress,,0,84.2,16000,346,71,82,14,9964
ISS-04368,flooding,12.895008,77.592505,Bannerghatta,2024-01-19,medium,reported,,0,46.7,7000,35,64,49,8,746
ISS-04369,water_leakage,12.828936,77.671823,Electronic City,2024-03-14,low,resolved,40,0,51.1,9000,215,93,58,30,10431
ISS-04370,water_leakage,12.852746,77.672601,Electronic City,2025-02-09,medium,verified,,0,35.7,9000,441,64,70,3,11872
ISS-04371,road_damage,13.107154,77.600016,Yelahanka,2024-01-22,medium,verified,,0,59.9,8000,391,53,89,14,21994
ISS-04372,open_manhole,12.966284,77.74808,Whitefield,2024-02-07,medium,resolved,49,0,64.8,12000,149,57,71,9,2679
ISS-04373,streetlight,13.006901,77.568883,Malleswaram,2024-01-27,medium,resolved,14,0,100,22000,757,77,100,17,34857
ISS-04374,road_damage,12.915992,77.665994,HSR Layout,2024-09-13,high,reported,,69.5,76.0,14000,167,52,84,1,5875
ISS-04375,flooding,12.838395,77.680885,Electronic City,2024-10-08,low,reported,,73.3,47.5,9000,174,58,71,7,8887
ISS-04376,streetlight,13.08301,77.591382,Yelahanka,2023-02-06,high,verified,,0,54.6,8000,67,46,100,8,3726
ISS-04377,road_damage,13.03371,77.60376,Hebbal,2023-04-20,low,in_progress,,0,66.9,11000,506,59,76,4,6371
ISS-04378,streetlight,12.896234,77.571686,JP Nagar,2025-04-24,critical,reported,,0,96.7,16000,251,53,50,15,5727
ISS-04379,road_damage,12.998646,77.564372,Rajajinagar,2023-04-28,high,resolved,20,0,89.3,19000,555,61,54,27,21028
ISS-04380,construction_hazard,12.91699,77.612836,Koramangala,2023-11-11,medium,reported,,0,89.1,18000,523,91,47,13,20292
ISS-04381,flooding,13.088877,77.595613,Yelahanka,2023-05-20,medium,reported,,0,43.4,8000,252,50,100,22,5002
ISS-04382,open_manhole,13.10066,77.602703,Yelahanka,2024-03-07,high,in_progress,,0,37.8,8000,425,56,23,0,11094
ISS-04383,construction_hazard,12.826563,77.657663,Electronic City,2023-08-30,medium,verified,,22.0,52.1,9000,53,92,80,16,875
ISS-04384,pothole,12.837003,77.670271,Electronic City,2025-01-18,high,verified,,0,62.2,9000,339,82,41,27,17515
ISS-04385,flooding,12.887967,77.588964,Bannerghatta,2023-03-25,critical,resolved,6,0,34.2,7000,356,63,26,25,13320
ISS-04386,water_leakage,13.008248,77.570568,Rajajinagar,2024-09-04,low,reported,,33.1,90.5,19000,290,55,44,12,13299
ISS-04387,pothole,13.015336,77.61378,Hebbal,2023-06-30,medium,reported,,0,61.5,11000,529,42,85,23,28890
ISS-04388,pothole,12.928945,77.628648,Koramangala,2024-12-21,medium,reported,,0,100,18000,716,75,73,4,41728
ISS-04389,garbage,12.899629,77.611722,BTM Layout,2023-02-07,medium,reported,,0,100,17000,147,77,37,7,7718
ISS-04390,road_damage,13.014863,77.574889,Malleswaram,2023-09-08,critical,reported,,0,100,22000,1994,70,67,10,73534
ISS-04391,garbage,12.952271,77.741147,Whitefield,2023-11-07,low,reported,,0,61.8,12000,534,48,45,12,8815
ISS-04392,construction_hazard,13.009425,77.551449,Rajajinagar,2025-05-01,high,reported,,0,100.0,19000,487,46,30,17,10123
ISS-04393,water_leakage,12.908219,77.610219,BTM Layout,2024-05-13,critical,verified,,0,92.5,17000,515,92,73,12,24936
ISS-04394,construction_hazard,12.983689,77.563342,Malleswaram,2023-08-04,medium,reported,,0,100,22000,349,87,96,29,20079
ISS-04395,flooding,12.917926,77.589346,Jayanagar,2023-06-18,high,reported,,0,100,20000,983,92,73,23,13806
ISS-04396,road_damage,12.832806,77.683208,Electronic City,2024-09-22,medium,verified,,56.0,58.2,9000,161,88,99,11,8407
ISS-04397,pothole,12.991183,77.531626,Vijayanagar,2023-05-01,medium,verified,,0,84.8,18000,673,71,38,10,22094
ISS-04398,road_damage,12.949172,77.583579,Jayanagar,2023-03-21,high,verified,,0,100,20000,777,87,26,20,40271
ISS-04399,construction_hazard,12.963046,77.759765,Whitefield,2025-03-02,medium,verified,,0,50.4,12000,540,49,60,16,9565
ISS-04400,construction_hazard,12.970708,77.736592,Whitefield,2023-12-26,medium,in_progress,,0,57.7,12000,204,54,23,5,11569
ISS-04401,water_leakage,12.923492,77.658925,HSR Layout,2024-07-24,medium,reported,,0,82.1,14000,219,77,72,4,10328
ISS-04402,garbage,12.8856,77.586354,Bannerghatta,2025-03-16,critical,in_progress,,0,32.4,7000,340,89,92,26,20390
ISS-04403,flooding,13.010358,77.563102,Rajajinagar,2025-03-16,medium,reported,,0,100,19000,298,61,68,22,10985
ISS-04404,streetlight,12.821796,77.659768,Electronic City,2023-02-15,medium,verified,,0,41.4,9000,362,53,70,25,18775
ISS-04405,garbage,12.896582,77.611519,Bannerghatta,2023-03-05,medium,verified,,0,48.1,7000,248,76,86,23,12949
ISS-04406,garbage,12.899878,77.576709,JP Nagar,2024-12-15,medium,verified,,0,94.9,16000,506,68,60,20,9526
ISS-04407,flooding,12.887196,77.59992,JP Nagar,2023-08-14,medium,resolved,25,0,91.7,16000,283,54,70,8,14380
ISS-04408,flooding,12.859198,77.665288,Electronic City,2025-02-28,medium,reported,,0,63.4,9000,216,93,74,16,5860
ISS-04409,water_leakage,12.987715,77.574385,Rajajinagar,2025-03-16,medium,reported,,0,100,19000,311,43,97,5,11263
ISS-04410,flooding,12.825705,77.658812,Electronic City,2023-08-13,high,reported,,0,36.9,9000,87,57,78,1,5040
ISS-04411,road_damage,12.932793,77.59963,Jayanagar,2025-02-17,low,resolved,113,0,100,20000,267,81,32,9,4820
ISS-04412,road_damage,12.925902,77.667247,HSR Layout,2023-06-01,low,verified,,45.0,62.1,14000,131,87,74,29,4210
ISS-04413,flooding,13.003839,77.568197,Rajajinagar,2023-07-27,critical,verified,,20.2,93.2,19000,1226,61,75,2,12950
ISS-04414,construction_hazard,12.977719,77.699624,Marathahalli,2024-10-17,low,resolved,37,13.2,98.2,16000,233,40,81,10,12642
ISS-04415,water_leakage,12.952063,77.63565,Koramangala,2023-04-15,high,reported,,0,100,18000,662,83,38,17,34617
